DATEPRD,WELL_BORE_CODE,NPD_WELL_BORE_CODE,NPD_WELL_BORE_NAME,NPD_FIELD_CODE,NPD_FIELD_NAME,NPD_FACILITY_CODE,NPD_FACILITY_NAME,ON_STREAM_HRS,AVG_CHOKE_SIZE_P,AVG_CHOKE_UOM,FLOW_KIND,WELL_TYPE,AVG_DOWNHOLE_PRESSURE_PSI,AVG_DOWNHOLE_TEMPERATURE_F,AVG_DP_TUBING_PSI,DP_CHOKE_SIZE_PSI,AVG_WHP_P_PSI,AVG_WHT_P,BORE_OIL_VOL_STB_D,BORE_GAS_VOL_MSCF_D,BORE_WAT_VOL_STB_D,GOR_MSCF/STB,WCUT,AVG_DOWNHOLE_PRESSURE_PSI_WAS_MISSING,AVG_DOWNHOLE_TEMPERATURE_F_WAS_MISSING,AVG_DP_TUBING_PSI_WAS_MISSING,GOR_MSCF/STB_WAS_MISSING,WCUT_WAS_MISSING
2014-04-07,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,0.0,%,production,WI,0.0,32.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.8041210953705838,0.0,0,0,0,1,1
2014-04-08,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,1.0030591666666666,%,production,OP,1125.4083648330002,75.5941505,1005.397106847,0.0,0.0,32.0,0.0,0.0,0.0,0.8041210953705838,0.0,1,1,1,1,1
2014-04-09,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,0.9790077083333332,%,production,OP,2250.8167296660004,119.188301,2010.794213694,0.0,0.0,32.0,0.0,0.0,0.0,0.8041210953705838,0.0,1,1,1,1,1
2014-04-10,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,0.5457591666666667,%,production,OP,3376.2250944990005,162.78245149999998,3016.191320541,0.0,0.0,32.0,0.0,0.0,0.0,0.8041210953705838,0.0,1,1,1,1,1
2014-04-11,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,1.215986875,%,production,OP,4501.633459332001,206.376602,4021.588427388,479.66894841,480.0450319440001,50.863856,0.0,0.0,0.0,0.8041210953705838,0.0,0,0,0,1,1
2014-04-12,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,3.0870154166666666,%,production,OP,4401.914612964,206.462102,4082.057380272,319.857232692,319.857232692,47.667722,0.0,0.0,0.0,0.8041210953705838,0.0,0,0,0,1,1
2014-04-13,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,1.9623652083333332,%,production,OP,4402.408177278,206.52593,4003.5129216,234.428690388,398.895255678,48.96167,0.0,0.0,0.0,0.8041210953705838,0.0,0,0,0,1,1
2014-04-14,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,0.0,%,production,OP,4405.997432664,206.543714,4101.482609688001,300.76704105600004,304.514822976,46.636466,0.0,0.0,0.0,0.8041210953705838,0.0,0,0,0,1,1
2014-04-15,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,31.141855625,%,production,OP,4407.098706198,206.638448,4205.241489546001,176.678474814,201.857216652,47.296994,0.0,0.0,0.0,0.8041210953705838,0.0,0,0,0,1,1
2014-04-16,NO 15/9-F-1 C,7405,15/9-F-1 C,3420717,VOLVE,369304,MÆRSK INSPIRER,0.0,0.0,%,production,OP,4406.136524106,206.718242,4346.381738333999,21.61356276,59.754785772,47.878232,0.0,0.0,0.0,0.8041210953705838,0.0,0,0,0,1,1
